advertiser_id,product_id,cantidad,fecha_recom
AK81O7W3KGPEN8LABG2N,39477v,1,2023-04-22
AK81O7W3KGPEN8LABG2N,3gcyfz,1,2023-04-22
AK81O7W3KGPEN8LABG2N,4d8zsv,1,2023-04-22
AK81O7W3KGPEN8LABG2N,54t2v9,1,2023-04-22
AK81O7W3KGPEN8LABG2N,5i3750,1,2023-04-22
AK81O7W3KGPEN8LABG2N,5mhwew,1,2023-04-22
EN1SA43DTN2LIR8DEW5S,b5twm9,3,2023-04-22
EN1SA43DTN2LIR8DEW5S,osw36t,3,2023-04-22
EN1SA43DTN2LIR8DEW5S,vdwahs,3,2023-04-22
EN1SA43DTN2LIR8DEW5S,0zhiti,2,2023-04-22
EN1SA43DTN2LIR8DEW5S,6jn2gv,2,2023-04-22
EN1SA43DTN2LIR8DEW5S,b448dh,2,2023-04-22
EN1SA43DTN2LIR8DEW5S,cnjh01,2,2023-04-22
EN1SA43DTN2LIR8DEW5S,gn030p,2,2023-04-22
EN1SA43DTN2LIR8DEW5S,jmzzyu,2,2023-04-22
EN1SA43DTN2LIR8DEW5S,mdacbq,2,2023-04-22
EN1SA43DTN2LIR8DEW5S,ru5qzn,2,2023-04-22
EN1SA43DTN2LIR8DEW5S,s67m9l,2,2023-04-22
EN1SA43DTN2LIR8DEW5S,svowxw,2,2023-04-22
EN1SA43DTN2LIR8DEW5S,0g02r8,1,2023-04-22
EN1SA43DTN2LIR8DEW5S,1qjtjq,1,2023-04-22
EN1SA43DTN2LIR8DEW5S,3xmpti,1,2023-04-22
EN1SA43DTN2LIR8DEW5S,4bkixy,1,2023-04-22
EN1SA43DTN2LIR8DEW5S,4p39lo,1,2023-04-22
EN1SA43DTN2LIR8DEW5S,5iddog,1,2023-04-22
EN1SA43DTN2LIR8DEW5S,5twjtq,1,2023-04-22
GXLKAA83238FVRU718EX,04hpox,3,2023-04-22
GXLKAA83238FVRU718EX,6iujcs,3,2023-04-22
GXLKAA83238FVRU718EX,n0jdxr,3,2023-04-22
GXLKAA83238FVRU718EX,3jdut4,2,2023-04-22
GXLKAA83238FVRU718EX,44knfj,2,2023-04-22
GXLKAA83238FVRU718EX,5kdmbv,2,2023-04-22
GXLKAA83238FVRU718EX,96zrkb,2,2023-04-22
GXLKAA83238FVRU718EX,c17ag8,2,2023-04-22
GXLKAA83238FVRU718EX,gde0d3,2,2023-04-22
GXLKAA83238FVRU718EX,l5hufx,2,2023-04-22
GXLKAA83238FVRU718EX,vmd6hg,2,2023-04-22
GXLKAA83238FVRU718EX,ycwvfj,2,2023-04-22
GXLKAA83238FVRU718EX,06rp8j,1,2023-04-22
GXLKAA83238FVRU718EX,1lbvq4,1,2023-04-22
GXLKAA83238FVRU718EX,25piif,1,2023-04-22
GXLKAA83238FVRU718EX,2c1wrd,1,2023-04-22
GXLKAA83238FVRU718EX,3fsd42,1,2023-04-22
GXLKAA83238FVRU718EX,4lx5s2,1,2023-04-22
GXLKAA83238FVRU718EX,5k6stq,1,2023-04-22
GXLKAA83238FVRU718EX,6hya6h,1,2023-04-22
IDOFCO721HTJGDH7332G,0svqfc,3,2023-04-22
IDOFCO721HTJGDH7332G,4nw8r6,3,2023-04-22
IDOFCO721HTJGDH7332G,8211cf,3,2023-04-22
IDOFCO721HTJGDH7332G,gc94lj,3,2023-04-22
IDOFCO721HTJGDH7332G,v8qm6y,3,2023-04-22
IDOFCO721HTJGDH7332G,04xpt3,2,2023-04-22
IDOFCO721HTJGDH7332G,1761jl,2,2023-04-22
IDOFCO721HTJGDH7332G,1o4swb,2,2023-04-22
IDOFCO721HTJGDH7332G,7vylqi,2,2023-04-22
IDOFCO721HTJGDH7332G,88i2x0,2,2023-04-22
IDOFCO721HTJGDH7332G,ca81hb,2,2023-04-22
IDOFCO721HTJGDH7332G,df0axo,2,2023-04-22
IDOFCO721HTJGDH7332G,dhk71o,2,2023-04-22
IDOFCO721HTJGDH7332G,iprb5k,2,2023-04-22
IDOFCO721HTJGDH7332G,jvuuro,2,2023-04-22
IDOFCO721HTJGDH7332G,m0rky3,2,2023-04-22
IDOFCO721HTJGDH7332G,o7vnfq,2,2023-04-22
IDOFCO721HTJGDH7332G,pbooeb,2,2023-04-22
IDOFCO721HTJGDH7332G,q6ck7s,2,2023-04-22
IDOFCO721HTJGDH7332G,2qicpc,1,2023-04-22
IOBPI63RBJIHI5FB7U9O,pvfsnl,4,2023-04-22
IOBPI63RBJIHI5FB7U9O,ebp84f,3,2023-04-22
IOBPI63RBJIHI5FB7U9O,n2ovtj,3,2023-04-22
IOBPI63RBJIHI5FB7U9O,2r5uh4,2,2023-04-22
IOBPI63RBJIHI5FB7U9O,4nocu9,2,2023-04-22
IOBPI63RBJIHI5FB7U9O,9s6jgm,2,2023-04-22
IOBPI63RBJIHI5FB7U9O,h97kq5,2,2023-04-22
IOBPI63RBJIHI5FB7U9O,hgf40x,2,2023-04-22
IOBPI63RBJIHI5FB7U9O,hxq5fv,2,2023-04-22
IOBPI63RBJIHI5FB7U9O,jwpvbh,2,2023-04-22
IOBPI63RBJIHI5FB7U9O,ozasnp,2,2023-04-22
IOBPI63RBJIHI5FB7U9O,zmttuk,2,2023-04-22
IOBPI63RBJIHI5FB7U9O,0dv08m,1,2023-04-22
IOBPI63RBJIHI5FB7U9O,14dx2a,1,2023-04-22
IOBPI63RBJIHI5FB7U9O,15hcm8,1,2023-04-22
IOBPI63RBJIHI5FB7U9O,4p3kgz,1,2023-04-22
IOBPI63RBJIHI5FB7U9O,64z60f,1,2023-04-22
IOBPI63RBJIHI5FB7U9O,72e32j,1,2023-04-22
IOBPI63RBJIHI5FB7U9O,75xk5m,1,2023-04-22
IOBPI63RBJIHI5FB7U9O,btnfxa,1,2023-04-22
K6Z0X85ZUY0TSF4RCG5J,2rv46m,3,2023-04-22
K6Z0X85ZUY0TSF4RCG5J,33n7yp,3,2023-04-22
K6Z0X85ZUY0TSF4RCG5J,5ok4q9,3,2023-04-22
K6Z0X85ZUY0TSF4RCG5J,buvw1e,3,2023-04-22
K6Z0X85ZUY0TSF4RCG5J,0hzpqs,2,2023-04-22
K6Z0X85ZUY0TSF4RCG5J,6lb0i9,2,2023-04-22
K6Z0X85ZUY0TSF4RCG5J,9zn873,2,2023-04-22
K6Z0X85ZUY0TSF4RCG5J,bujmv9,2,2023-04-22
K6Z0X85ZUY0TSF4RCG5J,cx1wem,2,2023-04-22
K6Z0X85ZUY0TSF4RCG5J,dwwwh6,2,2023-04-22
K6Z0X85ZUY0TSF4RCG5J,f16ez2,2,2023-04-22
K6Z0X85ZUY0TSF4RCG5J,j7pej0,2,2023-04-22
K6Z0X85ZUY0TSF4RCG5J,jgpedb,2,2023-04-22
K6Z0X85ZUY0TSF4RCG5J,nfuf66,2,2023-04-22
K6Z0X85ZUY0TSF4RCG5J,qrga62,2,2023-04-22
K6Z0X85ZUY0TSF4RCG5J,vru8v8,2,2023-04-22
K6Z0X85ZUY0TSF4RCG5J,zkxs23,2,2023-04-22
K6Z0X85ZUY0TSF4RCG5J,0qgawn,1,2023-04-22
K6Z0X85ZUY0TSF4RCG5J,27ob5e,1,2023-04-22
K6Z0X85ZUY0TSF4RCG5J,57w44r,1,2023-04-22
KD9PHCBGYFBRI9ET1O9R,1ldory,2,2023-04-22
KD9PHCBGYFBRI9ET1O9R,7aooy8,2,2023-04-22
KD9PHCBGYFBRI9ET1O9R,b7rq8v,2,2023-04-22
KD9PHCBGYFBRI9ET1O9R,d44vup,2,2023-04-22
KD9PHCBGYFBRI9ET1O9R,jlc4eq,2,2023-04-22
KD9PHCBGYFBRI9ET1O9R,k62ilu,2,2023-04-22
KD9PHCBGYFBRI9ET1O9R,ka9uca,2,2023-04-22
KD9PHCBGYFBRI9ET1O9R,kiiln1,2,2023-04-22
KD9PHCBGYFBRI9ET1O9R,nd03f5,2,2023-04-22
KD9PHCBGYFBRI9ET1O9R,rtdffj,2,2023-04-22
KD9PHCBGYFBRI9ET1O9R,strtys,2,2023-04-22
KD9PHCBGYFBRI9ET1O9R,tdkki8,2,2023-04-22
KD9PHCBGYFBRI9ET1O9R,u1bxpj,2,2023-04-22
KD9PHCBGYFBRI9ET1O9R,uiaa95,2,2023-04-22
KD9PHCBGYFBRI9ET1O9R,w3us5w,2,2023-04-22
KD9PHCBGYFBRI9ET1O9R,yki41z,2,2023-04-22
KD9PHCBGYFBRI9ET1O9R,yz30hs,2,2023-04-22
KD9PHCBGYFBRI9ET1O9R,zs5the,2,2023-04-22
KD9PHCBGYFBRI9ET1O9R,0z1xm9,1,2023-04-22
KD9PHCBGYFBRI9ET1O9R,2asahz,1,2023-04-22
LTRZRCI4M19WYVL6Q6L5,ndhwyv,4,2023-04-22
LTRZRCI4M19WYVL6Q6L5,brkn3q,3,2023-04-22
LTRZRCI4M19WYVL6Q6L5,16rfm6,2,2023-04-22
LTRZRCI4M19WYVL6Q6L5,1kx1hr,2,2023-04-22
LTRZRCI4M19WYVL6Q6L5,2zx4m2,2,2023-04-22
LTRZRCI4M19WYVL6Q6L5,9ov9x2,2,2023-04-22
LTRZRCI4M19WYVL6Q6L5,c2abj7,2,2023-04-22
LTRZRCI4M19WYVL6Q6L5,hatbdl,2,2023-04-22
LTRZRCI4M19WYVL6Q6L5,j2c17a,2,2023-04-22
LTRZRCI4M19WYVL6Q6L5,o3ocgx,2,2023-04-22
LTRZRCI4M19WYVL6Q6L5,of8rvg,2,2023-04-22
LTRZRCI4M19WYVL6Q6L5,om3osx,2,2023-04-22
LTRZRCI4M19WYVL6Q6L5,oxwt1g,2,2023-04-22
LTRZRCI4M19WYVL6Q6L5,r2e2i7,2,2023-04-22
LTRZRCI4M19WYVL6Q6L5,ukakgl,2,2023-04-22
LTRZRCI4M19WYVL6Q6L5,vx764u,2,2023-04-22
LTRZRCI4M19WYVL6Q6L5,vzmxj9,2,2023-04-22
LTRZRCI4M19WYVL6Q6L5,0xmaan,1,2023-04-22
LTRZRCI4M19WYVL6Q6L5,18yu52,1,2023-04-22
LTRZRCI4M19WYVL6Q6L5,26lbt9,1,2023-04-22
LW045DVYSGRD75TK6U54,nd6h69,3,2023-04-22
LW045DVYSGRD75TK6U54,xq2mjn,3,2023-04-22
LW045DVYSGRD75TK6U54,3uunpy,2,2023-04-22
LW045DVYSGRD75TK6U54,60jcl8,2,2023-04-22
LW045DVYSGRD75TK6U54,8bd8nw,2,2023-04-22
LW045DVYSGRD75TK6U54,a79i17,2,2023-04-22
LW045DVYSGRD75TK6U54,frbnmw,2,2023-04-22
LW045DVYSGRD75TK6U54,hb1vmd,2,2023-04-22
LW045DVYSGRD75TK6U54,kwznhy,2,2023-04-22
LW045DVYSGRD75TK6U54,mjdo61,2,2023-04-22
LW045DVYSGRD75TK6U54,qsuxtu,2,2023-04-22
LW045DVYSGRD75TK6U54,queax8,2,2023-04-22
LW045DVYSGRD75TK6U54,yntzgb,2,2023-04-22
LW045DVYSGRD75TK6U54,0d67kc,1,2023-04-22
LW045DVYSGRD75TK6U54,27p5ao,1,2023-04-22
LW045DVYSGRD75TK6U54,2drj75,1,2023-04-22
LW045DVYSGRD75TK6U54,4f2jcw,1,2023-04-22
LW045DVYSGRD75TK6U54,6dgx56,1,2023-04-22
LW045DVYSGRD75TK6U54,6rms23,1,2023-04-22
LW045DVYSGRD75TK6U54,9qk8xw,1,2023-04-22
M0LU6DCI1WILGQBZ6808,nxief0,4,2023-04-22
M0LU6DCI1WILGQBZ6808,5zmptw,3,2023-04-22
M0LU6DCI1WILGQBZ6808,zsfy1w,3,2023-04-22
M0LU6DCI1WILGQBZ6808,2gesrt,2,2023-04-22
M0LU6DCI1WILGQBZ6808,45zjde,2,2023-04-22
M0LU6DCI1WILGQBZ6808,6jujww,2,2023-04-22
M0LU6DCI1WILGQBZ6808,70rpxq,2,2023-04-22
M0LU6DCI1WILGQBZ6808,72bvrv,2,2023-04-22
M0LU6DCI1WILGQBZ6808,f36qfs,2,2023-04-22
M0LU6DCI1WILGQBZ6808,i17cdl,2,2023-04-22
M0LU6DCI1WILGQBZ6808,kc722i,2,2023-04-22
M0LU6DCI1WILGQBZ6808,klott1,2,2023-04-22
M0LU6DCI1WILGQBZ6808,knqvcr,2,2023-04-22
M0LU6DCI1WILGQBZ6808,p3tlh7,2,2023-04-22
M0LU6DCI1WILGQBZ6808,q6hbry,2,2023-04-22
M0LU6DCI1WILGQBZ6808,02uw1c,1,2023-04-22
M0LU6DCI1WILGQBZ6808,0gn9yg,1,2023-04-22
M0LU6DCI1WILGQBZ6808,0wgtg4,1,2023-04-22
M0LU6DCI1WILGQBZ6808,1ngj7w,1,2023-04-22
M0LU6DCI1WILGQBZ6808,2f2r0r,1,2023-04-22
OAGTYWN8WFC997VLDJH7,26clyi,3,2023-04-22
OAGTYWN8WFC997VLDJH7,if862u,3,2023-04-22
OAGTYWN8WFC997VLDJH7,ljxul5,3,2023-04-22
OAGTYWN8WFC997VLDJH7,mw25yv,3,2023-04-22
OAGTYWN8WFC997VLDJH7,qe938p,3,2023-04-22
OAGTYWN8WFC997VLDJH7,t1mx3j,3,2023-04-22
OAGTYWN8WFC997VLDJH7,ymsdmd,3,2023-04-22
OAGTYWN8WFC997VLDJH7,0pdrve,2,2023-04-22
OAGTYWN8WFC997VLDJH7,89cf8m,2,2023-04-22
OAGTYWN8WFC997VLDJH7,94vf35,2,2023-04-22
OAGTYWN8WFC997VLDJH7,l59ymp,2,2023-04-22
OAGTYWN8WFC997VLDJH7,nbisvy,2,2023-04-22
OAGTYWN8WFC997VLDJH7,osyamx,2,2023-04-22
OAGTYWN8WFC997VLDJH7,trv2xo,2,2023-04-22
OAGTYWN8WFC997VLDJH7,w9jxl5,2,2023-04-22
OAGTYWN8WFC997VLDJH7,zhldur,2,2023-04-22
OAGTYWN8WFC997VLDJH7,0kb912,1,2023-04-22
OAGTYWN8WFC997VLDJH7,16ks3e,1,2023-04-22
OAGTYWN8WFC997VLDJH7,286far,1,2023-04-22
OAGTYWN8WFC997VLDJH7,5ll4bb,1,2023-04-22
OY5LNPB5A8FF43ITRZG3,3zbxdn,3,2023-04-22
OY5LNPB5A8FF43ITRZG3,83pl8y,3,2023-04-22
OY5LNPB5A8FF43ITRZG3,pl2s1d,3,2023-04-22
OY5LNPB5A8FF43ITRZG3,usg03r,3,2023-04-22
OY5LNPB5A8FF43ITRZG3,08qjeb,2,2023-04-22
OY5LNPB5A8FF43ITRZG3,0gm4js,2,2023-04-22
OY5LNPB5A8FF43ITRZG3,249hh5,2,2023-04-22
OY5LNPB5A8FF43ITRZG3,2n3qcq,2,2023-04-22
OY5LNPB5A8FF43ITRZG3,3kw00c,2,2023-04-22
OY5LNPB5A8FF43ITRZG3,h6n78t,2,2023-04-22
OY5LNPB5A8FF43ITRZG3,i9zdfd,2,2023-04-22
OY5LNPB5A8FF43ITRZG3,nfy4pa,2,2023-04-22
OY5LNPB5A8FF43ITRZG3,roesvu,2,2023-04-22
OY5LNPB5A8FF43ITRZG3,rs7qq7,2,2023-04-22
OY5LNPB5A8FF43ITRZG3,sikte7,2,2023-04-22
OY5LNPB5A8FF43ITRZG3,01cor3,1,2023-04-22
OY5LNPB5A8FF43ITRZG3,2m009y,1,2023-04-22
OY5LNPB5A8FF43ITRZG3,3ruchi,1,2023-04-22
OY5LNPB5A8FF43ITRZG3,43hkqt,1,2023-04-22
OY5LNPB5A8FF43ITRZG3,4j9gx3,1,2023-04-22
P41C5HK4P2G5GFRMT6ZA,2b32wi,3,2023-04-22
P41C5HK4P2G5GFRMT6ZA,9eaosn,3,2023-04-22
P41C5HK4P2G5GFRMT6ZA,bk64ft,3,2023-04-22
P41C5HK4P2G5GFRMT6ZA,huarrm,3,2023-04-22
P41C5HK4P2G5GFRMT6ZA,pnt5mz,3,2023-04-22
P41C5HK4P2G5GFRMT6ZA,qr6qjs,3,2023-04-22
P41C5HK4P2G5GFRMT6ZA,um0u29,3,2023-04-22
P41C5HK4P2G5GFRMT6ZA,7c1e26,2,2023-04-22
P41C5HK4P2G5GFRMT6ZA,7m20p6,2,2023-04-22
P41C5HK4P2G5GFRMT6ZA,916j6g,2,2023-04-22
P41C5HK4P2G5GFRMT6ZA,b7cd61,2,2023-04-22
P41C5HK4P2G5GFRMT6ZA,elbbze,2,2023-04-22
P41C5HK4P2G5GFRMT6ZA,hln6ja,2,2023-04-22
P41C5HK4P2G5GFRMT6ZA,k9jkou,2,2023-04-22
P41C5HK4P2G5GFRMT6ZA,p4xxbn,2,2023-04-22
P41C5HK4P2G5GFRMT6ZA,q3me5m,2,2023-04-22
P41C5HK4P2G5GFRMT6ZA,y0qfjv,2,2023-04-22
P41C5HK4P2G5GFRMT6ZA,zdzr5b,2,2023-04-22
P41C5HK4P2G5GFRMT6ZA,06i57m,1,2023-04-22
P41C5HK4P2G5GFRMT6ZA,0uq88m,1,2023-04-22
SOVPFK3BBWKTQM9HOHWJ,d9o4jq,3,2023-04-22
SOVPFK3BBWKTQM9HOHWJ,htv7hv,3,2023-04-22
SOVPFK3BBWKTQM9HOHWJ,847yto,2,2023-04-22
SOVPFK3BBWKTQM9HOHWJ,89l5lp,2,2023-04-22
SOVPFK3BBWKTQM9HOHWJ,ex59fp,2,2023-04-22
SOVPFK3BBWKTQM9HOHWJ,jaz6pj,2,2023-04-22
SOVPFK3BBWKTQM9HOHWJ,lc67d7,2,2023-04-22
SOVPFK3BBWKTQM9HOHWJ,ucxewj,2,2023-04-22
SOVPFK3BBWKTQM9HOHWJ,wrgyrp,2,2023-04-22
SOVPFK3BBWKTQM9HOHWJ,11mr2m,1,2023-04-22
SOVPFK3BBWKTQM9HOHWJ,26uir7,1,2023-04-22
SOVPFK3BBWKTQM9HOHWJ,4yuqji,1,2023-04-22
SOVPFK3BBWKTQM9HOHWJ,5yhh1q,1,2023-04-22
SOVPFK3BBWKTQM9HOHWJ,60qv3n,1,2023-04-22
SOVPFK3BBWKTQM9HOHWJ,6qe0ua,1,2023-04-22
SOVPFK3BBWKTQM9HOHWJ,6v0l9e,1,2023-04-22
SOVPFK3BBWKTQM9HOHWJ,7a0qya,1,2023-04-22
SOVPFK3BBWKTQM9HOHWJ,8tf75d,1,2023-04-22
SOVPFK3BBWKTQM9HOHWJ,9czk20,1,2023-04-22
SOVPFK3BBWKTQM9HOHWJ,cdsws6,1,2023-04-22
Y0W3K7OV6ZLILW96OO3K,2ob8wx,2,2023-04-22
Y0W3K7OV6ZLILW96OO3K,2se51h,2,2023-04-22
Y0W3K7OV6ZLILW96OO3K,dinjn2,2,2023-04-22
Y0W3K7OV6ZLILW96OO3K,fahicw,2,2023-04-22
Y0W3K7OV6ZLILW96OO3K,n8zn9i,2,2023-04-22
Y0W3K7OV6ZLILW96OO3K,qnm5qd,2,2023-04-22
Y0W3K7OV6ZLILW96OO3K,r52bi2,2,2023-04-22
Y0W3K7OV6ZLILW96OO3K,rbc28n,2,2023-04-22
Y0W3K7OV6ZLILW96OO3K,spc9vb,2,2023-04-22
Y0W3K7OV6ZLILW96OO3K,xtb1o1,2,2023-04-22
Y0W3K7OV6ZLILW96OO3K,y5grl2,2,2023-04-22
Y0W3K7OV6ZLILW96OO3K,07k41h,1,2023-04-22
Y0W3K7OV6ZLILW96OO3K,09vgq7,1,2023-04-22
Y0W3K7OV6ZLILW96OO3K,2nxt2v,1,2023-04-22
Y0W3K7OV6ZLILW96OO3K,4xp2ib,1,2023-04-22
Y0W3K7OV6ZLILW96OO3K,51i3ex,1,2023-04-22
Y0W3K7OV6ZLILW96OO3K,7i291l,1,2023-04-22
Y0W3K7OV6ZLILW96OO3K,8c6bzk,1,2023-04-22
Y0W3K7OV6ZLILW96OO3K,8kal1o,1,2023-04-22
Y0W3K7OV6ZLILW96OO3K,c9hjca,1,2023-04-22
