advertiser_id,product_id,date
1OW4LWJSBJK6E1D9FDH7,69zfpg,2023-04-01
9Z77N44VDW6KX6VBWJ4X,qdlftl,2023-04-01
OAGTYWN8WFC997VLDJH7,trv2xo,2023-04-01
5E325T5HYL61QSABVR5V,riwoau,2023-04-01
K6Z0X85ZUY0TSF4RCG5J,vsf3ay,2023-04-01
HC26ZE93SA4WWA0BRFM6,9wlzx5,2023-04-01
9Z77N44VDW6KX6VBWJ4X,w2w911,2023-04-01
IDOFCO721HTJGDH7332G,afznsv,2023-04-01
HC26ZE93SA4WWA0BRFM6,iewp63,2023-04-01
P41C5HK4P2G5GFRMT6ZA,9bb0uz,2023-04-01
03KNVBO915KY2ZPGA57J,oa1tpa,2023-04-01
Y0W3K7OV6ZLILW96OO3K,fhrv4h,2023-04-01
HC26ZE93SA4WWA0BRFM6,072yji,2023-04-01
9Z77N44VDW6KX6VBWJ4X,d0xux7,2023-04-01
2WPF1NXECF3G6NUMWDO7,w7pul2,2023-04-01
OAGTYWN8WFC997VLDJH7,00n5is,2023-04-01
Y0W3K7OV6ZLILW96OO3K,n1f2ll,2023-04-01
IOBPI63RBJIHI5FB7U9O,kttxyu,2023-04-01
GXLKAA83238FVRU718EX,o11tt4,2023-04-01
P41C5HK4P2G5GFRMT6ZA,ac8wik,2023-04-01
LTRZRCI4M19WYVL6Q6L5,xyzz80,2023-04-01
1OW4LWJSBJK6E1D9FDH7,1bbwhe,2023-04-01
M0LU6DCI1WILGQBZ6808,bl9tid,2023-04-01
HC26ZE93SA4WWA0BRFM6,0txuaj,2023-04-01
OAGTYWN8WFC997VLDJH7,cvqv40,2023-04-01
1OW4LWJSBJK6E1D9FDH7,k0p0yw,2023-04-01
LW045DVYSGRD75TK6U54,nww6ge,2023-04-01
OY5LNPB5A8FF43ITRZG3,irpad0,2023-04-01
2WPF1NXECF3G6NUMWDO7,whxz0a,2023-04-01
K6Z0X85ZUY0TSF4RCG5J,g3fn1m,2023-04-01
LW045DVYSGRD75TK6U54,8qspaa,2023-04-01
IDOFCO721HTJGDH7332G,xej38p,2023-04-01
62FIK8F2YT8JSFDBLEC9,hqbn9f,2023-04-01
LW045DVYSGRD75TK6U54,7f9zt6,2023-04-01
P41C5HK4P2G5GFRMT6ZA,g2i3zm,2023-04-01
GXLKAA83238FVRU718EX,456l2f,2023-04-01
5E325T5HYL61QSABVR5V,i8pzqi,2023-04-01
P41C5HK4P2G5GFRMT6ZA,z1f7x1,2023-04-01
LTRZRCI4M19WYVL6Q6L5,ukakgl,2023-04-01
2WPF1NXECF3G6NUMWDO7,edgawy,2023-04-01
IOBPI63RBJIHI5FB7U9O,izr26u,2023-04-01
EN1SA43DTN2LIR8DEW5S,1qjtjq,2023-04-01
6X20RDH567MX2X3TXYJ7,wne0jt,2023-04-01
P41C5HK4P2G5GFRMT6ZA,h83rnp,2023-04-01
OAGTYWN8WFC997VLDJH7,5ll4bb,2023-04-01
OY5LNPB5A8FF43ITRZG3,rjwb1o,2023-04-01
KD9PHCBGYFBRI9ET1O9R,zs5the,2023-04-01
OAGTYWN8WFC997VLDJH7,16ks3e,2023-04-01
LW045DVYSGRD75TK6U54,wwj9vl,2023-04-01
03KNVBO915KY2ZPGA57J,jcdj9x,2023-04-01
EN1SA43DTN2LIR8DEW5S,3rrnsq,2023-04-01
EN1SA43DTN2LIR8DEW5S,h9lsbj,2023-04-01
Y0W3K7OV6ZLILW96OO3K,m16in7,2023-04-01
6X20RDH567MX2X3TXYJ7,lys81e,2023-04-01
HC26ZE93SA4WWA0BRFM6,k8ccyg,2023-04-01
LTRZRCI4M19WYVL6Q6L5,vhi7me,2023-04-01
LTRZRCI4M19WYVL6Q6L5,ktetke,2023-04-01
K6Z0X85ZUY0TSF4RCG5J,2rv46m,2023-04-01
2WPF1NXECF3G6NUMWDO7,whxz0a,2023-04-01
KD9PHCBGYFBRI9ET1O9R,0z1xm9,2023-04-01
62FIK8F2YT8JSFDBLEC9,ijv7b1,2023-04-01
2WPF1NXECF3G6NUMWDO7,pb2uvk,2023-04-01
1OW4LWJSBJK6E1D9FDH7,lhxicj,2023-04-01
LW045DVYSGRD75TK6U54,yntzgb,2023-04-01
IDOFCO721HTJGDH7332G,m0rky3,2023-04-01
2WPF1NXECF3G6NUMWDO7,xjau3l,2023-04-01
IOBPI63RBJIHI5FB7U9O,fo4eg7,2023-04-01
M0LU6DCI1WILGQBZ6808,45zjde,2023-04-01
9Z77N44VDW6KX6VBWJ4X,uubkul,2023-04-01
AK81O7W3KGPEN8LABG2N,qwva9i,2023-04-01
1OW4LWJSBJK6E1D9FDH7,dpi6aj,2023-04-01
GXLKAA83238FVRU718EX,hdlxkk,2023-04-01
1OW4LWJSBJK6E1D9FDH7,la131e,2023-04-01
M0LU6DCI1WILGQBZ6808,7rh4yt,2023-04-01
8C88YB6E8YCGWU07HA7A,sthlun,2023-04-01
8C88YB6E8YCGWU07HA7A,2zr6oc,2023-04-01
9Z77N44VDW6KX6VBWJ4X,mx8sq5,2023-04-01
1OW4LWJSBJK6E1D9FDH7,hkficv,2023-04-01
8C88YB6E8YCGWU07HA7A,wmtijh,2023-04-01
HC26ZE93SA4WWA0BRFM6,xs31qy,2023-04-01
8C88YB6E8YCGWU07HA7A,9fdnnn,2023-04-01
EN1SA43DTN2LIR8DEW5S,2i9o7m,2023-04-01
L6WM4665XZVS9MCZRTVI,brno3b,2023-04-01
Y0W3K7OV6ZLILW96OO3K,kdx0tm,2023-04-01
EN1SA43DTN2LIR8DEW5S,b3wh4a,2023-04-01
03KNVBO915KY2ZPGA57J,qf97pa,2023-04-01
P41C5HK4P2G5GFRMT6ZA,6f3rlh,2023-04-01
EN1SA43DTN2LIR8DEW5S,hm3916,2023-04-01
K6Z0X85ZUY0TSF4RCG5J,rh19rz,2023-04-01
5E325T5HYL61QSABVR5V,i8pzqi,2023-04-01
IOBPI63RBJIHI5FB7U9O,15hcm8,2023-04-01
LW045DVYSGRD75TK6U54,kwznhy,2023-04-01
8C88YB6E8YCGWU07HA7A,5unwei,2023-04-01
LW045DVYSGRD75TK6U54,1eckr8,2023-04-01
LW045DVYSGRD75TK6U54,a74zps,2023-04-01
1OW4LWJSBJK6E1D9FDH7,69zfpg,2023-04-01
6X20RDH567MX2X3TXYJ7,hwe5r3,2023-04-01
L6WM4665XZVS9MCZRTVI,l7rlcu,2023-04-01
62FIK8F2YT8JSFDBLEC9,byhrzw,2023-04-01
1OW4LWJSBJK6E1D9FDH7,ujq5k6,2023-04-01
HC26ZE93SA4WWA0BRFM6,q20uyp,2023-04-01
8C88YB6E8YCGWU07HA7A,2qck4h,2023-04-01
2WPF1NXECF3G6NUMWDO7,qwpqys,2023-04-01
LW045DVYSGRD75TK6U54,6rms23,2023-04-01
LTRZRCI4M19WYVL6Q6L5,ru3pym,2023-04-01
62FIK8F2YT8JSFDBLEC9,ivscek,2023-04-01
K6Z0X85ZUY0TSF4RCG5J,15bto8,2023-04-01
EN1SA43DTN2LIR8DEW5S,0g02r8,2023-04-01
EN1SA43DTN2LIR8DEW5S,navos4,2023-04-01
L6WM4665XZVS9MCZRTVI,xnvnx8,2023-04-01
SOVPFK3BBWKTQM9HOHWJ,7naikd,2023-04-01
Y0W3K7OV6ZLILW96OO3K,epcpvc,2023-04-01
5E325T5HYL61QSABVR5V,q26rdd,2023-04-01
AK81O7W3KGPEN8LABG2N,rrwdz6,2023-04-01
KD9PHCBGYFBRI9ET1O9R,u1bxpj,2023-04-01
2WPF1NXECF3G6NUMWDO7,jnpkiv,2023-04-01
1OW4LWJSBJK6E1D9FDH7,d7ojsd,2023-04-01
GXLKAA83238FVRU718EX,okekl8,2023-04-01
KD9PHCBGYFBRI9ET1O9R,zwowyc,2023-04-01
IDOFCO721HTJGDH7332G,ie4va8,2023-04-01
IOBPI63RBJIHI5FB7U9O,inzjuj,2023-04-01
K6Z0X85ZUY0TSF4RCG5J,agwbxn,2023-04-01
2WPF1NXECF3G6NUMWDO7,jxqlz7,2023-04-01
GXLKAA83238FVRU718EX,5kdmbv,2023-04-01
L6WM4665XZVS9MCZRTVI,zg3wqb,2023-04-01
IDOFCO721HTJGDH7332G,trk6fb,2023-04-01
GXLKAA83238FVRU718EX,gde0d3,2023-04-01
IDOFCO721HTJGDH7332G,fd4hzh,2023-04-01
M0LU6DCI1WILGQBZ6808,gbdk4r,2023-04-01
2WPF1NXECF3G6NUMWDO7,r93fi5,2023-04-01
GXLKAA83238FVRU718EX,e9zlzu,2023-04-01
IOBPI63RBJIHI5FB7U9O,fz7q0l,2023-04-01
K6Z0X85ZUY0TSF4RCG5J,kg7wex,2023-04-01
5E325T5HYL61QSABVR5V,gbi7p0,2023-04-01
IDOFCO721HTJGDH7332G,2xtd8v,2023-04-01
AK81O7W3KGPEN8LABG2N,hix4ud,2023-04-01
SOVPFK3BBWKTQM9HOHWJ,6elca8,2023-04-01
8C88YB6E8YCGWU07HA7A,wn7sl7,2023-04-01
LW045DVYSGRD75TK6U54,eyrv3l,2023-04-01
IOBPI63RBJIHI5FB7U9O,qmqjq5,2023-04-01
EN1SA43DTN2LIR8DEW5S,u50qx9,2023-04-01
Y0W3K7OV6ZLILW96OO3K,zhfwd6,2023-04-01
IDOFCO721HTJGDH7332G,bj2m0e,2023-04-01
LW045DVYSGRD75TK6U54,raph8n,2023-04-01
SOVPFK3BBWKTQM9HOHWJ,nk7y9m,2023-04-01
HC26ZE93SA4WWA0BRFM6,h0koz7,2023-04-01
Y0W3K7OV6ZLILW96OO3K,v0bao7,2023-04-01
IOBPI63RBJIHI5FB7U9O,hcyu3x,2023-04-01
62FIK8F2YT8JSFDBLEC9,lyttha,2023-04-01
5E325T5HYL61QSABVR5V,i8pzqi,2023-04-01
1OW4LWJSBJK6E1D9FDH7,n55ban,2023-04-01
OAGTYWN8WFC997VLDJH7,be925a,2023-04-01
OY5LNPB5A8FF43ITRZG3,ot4ozo,2023-04-01
EN1SA43DTN2LIR8DEW5S,q2wwas,2023-04-01
6X20RDH567MX2X3TXYJ7,l17yr6,2023-04-01
P41C5HK4P2G5GFRMT6ZA,bjzk97,2023-04-01
GXLKAA83238FVRU718EX,1vtuv8,2023-04-01
8C88YB6E8YCGWU07HA7A,nadadp,2023-04-01
1OW4LWJSBJK6E1D9FDH7,1bbwhe,2023-04-01
OY5LNPB5A8FF43ITRZG3,08qjeb,2023-04-01
Y0W3K7OV6ZLILW96OO3K,jtdoim,2023-04-01
Y0W3K7OV6ZLILW96OO3K,ooh7mr,2023-04-01
HC26ZE93SA4WWA0BRFM6,wvq4x9,2023-04-01
9Z77N44VDW6KX6VBWJ4X,ahhcok,2023-04-01
9Z77N44VDW6KX6VBWJ4X,5me5dq,2023-04-01
9Z77N44VDW6KX6VBWJ4X,sb3bwh,2023-04-01
P41C5HK4P2G5GFRMT6ZA,sv4hsu,2023-04-01
IDOFCO721HTJGDH7332G,krwdrv,2023-04-01
62FIK8F2YT8JSFDBLEC9,60nljz,2023-04-01
03KNVBO915KY2ZPGA57J,tydtq4,2023-04-01
LW045DVYSGRD75TK6U54,kdyw2j,2023-04-01
5E325T5HYL61QSABVR5V,9x0rmt,2023-04-01
HC26ZE93SA4WWA0BRFM6,ncx2gc,2023-04-01
1OW4LWJSBJK6E1D9FDH7,4lbtgd,2023-04-01
OY5LNPB5A8FF43ITRZG3,trnrdp,2023-04-01
LTRZRCI4M19WYVL6Q6L5,8evyil,2023-04-01
L6WM4665XZVS9MCZRTVI,l87089,2023-04-01
IOBPI63RBJIHI5FB7U9O,2r5uh4,2023-04-01
L6WM4665XZVS9MCZRTVI,7ld2hn,2023-04-01
P41C5HK4P2G5GFRMT6ZA,z7cagx,2023-04-01
5E325T5HYL61QSABVR5V,c2ex6j,2023-04-01
Y0W3K7OV6ZLILW96OO3K,jegpe2,2023-04-01
LW045DVYSGRD75TK6U54,7f9zt6,2023-04-01
6X20RDH567MX2X3TXYJ7,09wz8d,2023-04-01
OY5LNPB5A8FF43ITRZG3,wupdcj,2023-04-01
HC26ZE93SA4WWA0BRFM6,9xjqf2,2023-04-01
5E325T5HYL61QSABVR5V,a1zm3s,2023-04-01
L6WM4665XZVS9MCZRTVI,qrwwni,2023-04-01
SOVPFK3BBWKTQM9HOHWJ,rzrcvr,2023-04-01
OAGTYWN8WFC997VLDJH7,gy09uu,2023-04-01
Y0W3K7OV6ZLILW96OO3K,p1euea,2023-04-01
SOVPFK3BBWKTQM9HOHWJ,8tf75d,2023-04-01
Y0W3K7OV6ZLILW96OO3K,68qd16,2023-04-01
IDOFCO721HTJGDH7332G,oni67j,2023-04-01
OY5LNPB5A8FF43ITRZG3,3yf0zi,2023-04-01
8C88YB6E8YCGWU07HA7A,eb51yy,2023-04-01
5E325T5HYL61QSABVR5V,ntholg,2023-04-01
8C88YB6E8YCGWU07HA7A,gjdxjr,2023-04-01
2WPF1NXECF3G6NUMWDO7,wv1ka4,2023-04-01
62FIK8F2YT8JSFDBLEC9,bb8g4l,2023-04-01
IOBPI63RBJIHI5FB7U9O,f1sjr9,2023-04-01
5E325T5HYL61QSABVR5V,9wdhbv,2023-04-01
KD9PHCBGYFBRI9ET1O9R,ngu3ap,2023-04-01
6X20RDH567MX2X3TXYJ7,r1wr9m,2023-04-01
SOVPFK3BBWKTQM9HOHWJ,kycnfy,2023-04-01
SOVPFK3BBWKTQM9HOHWJ,t98z75,2023-04-01
1OW4LWJSBJK6E1D9FDH7,ht9kr3,2023-04-01
K6Z0X85ZUY0TSF4RCG5J,g3fn1m,2023-04-01
Y0W3K7OV6ZLILW96OO3K,sh2oub,2023-04-01
EN1SA43DTN2LIR8DEW5S,k32iag,2023-04-01
2WPF1NXECF3G6NUMWDO7,leqy24,2023-04-01
LTRZRCI4M19WYVL6Q6L5,hatbdl,2023-04-01
EN1SA43DTN2LIR8DEW5S,i22046,2023-04-01
GXLKAA83238FVRU718EX,y6kcql,2023-04-01
Y0W3K7OV6ZLILW96OO3K,1pwmad,2023-04-01
L6WM4665XZVS9MCZRTVI,zodx7h,2023-04-01
2WPF1NXECF3G6NUMWDO7,4awj1g,2023-04-01
9Z77N44VDW6KX6VBWJ4X,60o9br,2023-04-01
1OW4LWJSBJK6E1D9FDH7,ngnumb,2023-04-01
2WPF1NXECF3G6NUMWDO7,fwgdrf,2023-04-01
GXLKAA83238FVRU718EX,wjq82o,2023-04-01
62FIK8F2YT8JSFDBLEC9,q5vdyk,2023-04-01
IDOFCO721HTJGDH7332G,ca81hb,2023-04-01
LW045DVYSGRD75TK6U54,a79i17,2023-04-01
EN1SA43DTN2LIR8DEW5S,svowxw,2023-04-01
K6Z0X85ZUY0TSF4RCG5J,cx1wem,2023-04-01
HC26ZE93SA4WWA0BRFM6,5oui2s,2023-04-01
8C88YB6E8YCGWU07HA7A,7gziay,2023-04-01
2WPF1NXECF3G6NUMWDO7,5da8p6,2023-04-01
P41C5HK4P2G5GFRMT6ZA,j0y16y,2023-04-01
6X20RDH567MX2X3TXYJ7,78vxas,2023-04-01
OY5LNPB5A8FF43ITRZG3,7awhd1,2023-04-01
HC26ZE93SA4WWA0BRFM6,764u9z,2023-04-01
L6WM4665XZVS9MCZRTVI,eg4vft,2023-04-01
M0LU6DCI1WILGQBZ6808,i17cdl,2023-04-01
M0LU6DCI1WILGQBZ6808,e34vmv,2023-04-01
1OW4LWJSBJK6E1D9FDH7,f0spbp,2023-04-01
1OW4LWJSBJK6E1D9FDH7,n55ban,2023-04-01
L6WM4665XZVS9MCZRTVI,jlai2h,2023-04-01
OAGTYWN8WFC997VLDJH7,be925a,2023-04-01
5E325T5HYL61QSABVR5V,ct0f7q,2023-04-01
62FIK8F2YT8JSFDBLEC9,ee68m0,2023-04-01
03KNVBO915KY2ZPGA57J,li3tv7,2023-04-01
9Z77N44VDW6KX6VBWJ4X,9g31hj,2023-04-01
KD9PHCBGYFBRI9ET1O9R,1ldory,2023-04-01
SOVPFK3BBWKTQM9HOHWJ,nk3vzw,2023-04-01
IDOFCO721HTJGDH7332G,5g65si,2023-04-01
SOVPFK3BBWKTQM9HOHWJ,kyfsy6,2023-04-01
2WPF1NXECF3G6NUMWDO7,j368cq,2023-04-01
SOVPFK3BBWKTQM9HOHWJ,60qv3n,2023-04-01
2WPF1NXECF3G6NUMWDO7,avtylx,2023-04-01
SOVPFK3BBWKTQM9HOHWJ,dl42xz,2023-04-01
6X20RDH567MX2X3TXYJ7,u8yvt5,2023-04-01
K6Z0X85ZUY0TSF4RCG5J,hca9e5,2023-04-01
1OW4LWJSBJK6E1D9FDH7,4mqc68,2023-04-01
IDOFCO721HTJGDH7332G,svd32t,2023-04-01
GXLKAA83238FVRU718EX,77nxm2,2023-04-01
03KNVBO915KY2ZPGA57J,l78gvh,2023-04-01
62FIK8F2YT8JSFDBLEC9,2zmk9p,2023-04-01
62FIK8F2YT8JSFDBLEC9,7jpa8u,2023-04-01
6X20RDH567MX2X3TXYJ7,5op36z,2023-04-01
IDOFCO721HTJGDH7332G,mrhqda,2023-04-01
8C88YB6E8YCGWU07HA7A,yxyi6f,2023-04-01
1OW4LWJSBJK6E1D9FDH7,ehzlxh,2023-04-01
Y0W3K7OV6ZLILW96OO3K,jegpe2,2023-04-01
HC26ZE93SA4WWA0BRFM6,06hhmd,2023-04-01
L6WM4665XZVS9MCZRTVI,41u4xe,2023-04-01
03KNVBO915KY2ZPGA57J,fk13f6,2023-04-01
LW045DVYSGRD75TK6U54,hb1vmd,2023-04-01
SOVPFK3BBWKTQM9HOHWJ,gcbg2i,2023-04-01
OY5LNPB5A8FF43ITRZG3,0gm4js,2023-04-01
K6Z0X85ZUY0TSF4RCG5J,thfkzx,2023-04-01
8C88YB6E8YCGWU07HA7A,uzdfz7,2023-04-01
M0LU6DCI1WILGQBZ6808,nqzv00,2023-04-01
2WPF1NXECF3G6NUMWDO7,93h00e,2023-04-01
IOBPI63RBJIHI5FB7U9O,zmttuk,2023-04-01
8C88YB6E8YCGWU07HA7A,eb51yy,2023-04-01
M0LU6DCI1WILGQBZ6808,mpxvae,2023-04-01
Y0W3K7OV6ZLILW96OO3K,3ppe50,2023-04-01
P41C5HK4P2G5GFRMT6ZA,y46cps,2023-04-01
SOVPFK3BBWKTQM9HOHWJ,8tf75d,2023-04-01
03KNVBO915KY2ZPGA57J,x8rse5,2023-04-01
KD9PHCBGYFBRI9ET1O9R,zs5the,2023-04-01
2WPF1NXECF3G6NUMWDO7,whxz0a,2023-04-01
6X20RDH567MX2X3TXYJ7,y7njhk,2023-04-01
OAGTYWN8WFC997VLDJH7,zhldur,2023-04-01
LTRZRCI4M19WYVL6Q6L5,8208py,2023-04-01
