advertiser_id,product_id,type,date
P41C5HK4P2G5GFRMT6ZA,oyqa0w,impression,2023-04-21
8C88YB6E8YCGWU07HA7A,p248ae,impression,2023-04-21
8C88YB6E8YCGWU07HA7A,unjs1p,impression,2023-04-21
K6Z0X85ZUY0TSF4RCG5J,33n7yp,impression,2023-04-21
8C88YB6E8YCGWU07HA7A,9m5cwq,impression,2023-04-21
K6Z0X85ZUY0TSF4RCG5J,h4bstm,impression,2023-04-21
AK81O7W3KGPEN8LABG2N,cymyfg,impression,2023-04-21
IOBPI63RBJIHI5FB7U9O,exnzpb,impression,2023-04-21
P41C5HK4P2G5GFRMT6ZA,zejm0f,impression,2023-04-21
OAGTYWN8WFC997VLDJH7,ifycvc,impression,2023-04-21
IDOFCO721HTJGDH7332G,agqto0,impression,2023-04-21
LTRZRCI4M19WYVL6Q6L5,j2c17a,impression,2023-04-21
6X20RDH567MX2X3TXYJ7,vbx43n,impression,2023-04-21
KD9PHCBGYFBRI9ET1O9R,5ltfx0,impression,2023-04-21
LTRZRCI4M19WYVL6Q6L5,0vzr7h,impression,2023-04-21
K6Z0X85ZUY0TSF4RCG5J,g1qpey,impression,2023-04-21
OY5LNPB5A8FF43ITRZG3,q4kg7l,impression,2023-04-21
EN1SA43DTN2LIR8DEW5S,imiqo0,impression,2023-04-21
LW045DVYSGRD75TK6U54,c4r740,impression,2023-04-21
62FIK8F2YT8JSFDBLEC9,96q9i1,impression,2023-04-21
P41C5HK4P2G5GFRMT6ZA,h83rnp,impression,2023-04-21
2WPF1NXECF3G6NUMWDO7,edgawy,impression,2023-04-21
P41C5HK4P2G5GFRMT6ZA,cch1h2,impression,2023-04-21
IDOFCO721HTJGDH7332G,m0rky3,impression,2023-04-21
IDOFCO721HTJGDH7332G,ie4va8,impression,2023-04-21
62FIK8F2YT8JSFDBLEC9,aoaexj,impression,2023-04-21
SOVPFK3BBWKTQM9HOHWJ,ucv3qk,impression,2023-04-21
K6Z0X85ZUY0TSF4RCG5J,wna3tf,impression,2023-04-21
P41C5HK4P2G5GFRMT6ZA,h83rnp,impression,2023-04-21
LW045DVYSGRD75TK6U54,mpu23e,impression,2023-04-21
EN1SA43DTN2LIR8DEW5S,xq9jhg,impression,2023-04-21
6X20RDH567MX2X3TXYJ7,492rog,impression,2023-04-21
6X20RDH567MX2X3TXYJ7,64bvrl,impression,2023-04-21
LW045DVYSGRD75TK6U54,fdu1g4,impression,2023-04-21
8C88YB6E8YCGWU07HA7A,rk9x1r,impression,2023-04-21
KD9PHCBGYFBRI9ET1O9R,x7kdh3,click,2023-04-21
GXLKAA83238FVRU718EX,zyw0gw,impression,2023-04-21
AK81O7W3KGPEN8LABG2N,wxfhf3,impression,2023-04-21
AK81O7W3KGPEN8LABG2N,gjlqc7,impression,2023-04-21
6X20RDH567MX2X3TXYJ7,u8yvt5,impression,2023-04-21
Y0W3K7OV6ZLILW96OO3K,d56cw4,impression,2023-04-21
62FIK8F2YT8JSFDBLEC9,7qcwsx,impression,2023-04-21
M0LU6DCI1WILGQBZ6808,w8vn3a,impression,2023-04-21
Y0W3K7OV6ZLILW96OO3K,m16in7,impression,2023-04-21
M0LU6DCI1WILGQBZ6808,2gm66p,impression,2023-04-21
LW045DVYSGRD75TK6U54,0d67kc,impression,2023-04-21
AK81O7W3KGPEN8LABG2N,25pad1,impression,2023-04-21
62FIK8F2YT8JSFDBLEC9,hpcac6,impression,2023-04-21
KD9PHCBGYFBRI9ET1O9R,uldf63,impression,2023-04-21
8C88YB6E8YCGWU07HA7A,zx16wg,impression,2023-04-21
LTRZRCI4M19WYVL6Q6L5,dyok7q,impression,2023-04-21
IOBPI63RBJIHI5FB7U9O,xgnop9,impression,2023-04-21
M0LU6DCI1WILGQBZ6808,hbgtsn,impression,2023-04-21
SOVPFK3BBWKTQM9HOHWJ,5yhh1q,impression,2023-04-21
Y0W3K7OV6ZLILW96OO3K,8b62hz,impression,2023-04-21
OY5LNPB5A8FF43ITRZG3,92pvye,impression,2023-04-21
OAGTYWN8WFC997VLDJH7,jsvsqz,impression,2023-04-21
IDOFCO721HTJGDH7332G,yg60xf,impression,2023-04-21
62FIK8F2YT8JSFDBLEC9,zknl8g,impression,2023-04-21
IOBPI63RBJIHI5FB7U9O,so3caa,impression,2023-04-21
5E325T5HYL61QSABVR5V,6aemte,impression,2023-04-21
K6Z0X85ZUY0TSF4RCG5J,qrga62,impression,2023-04-21
OAGTYWN8WFC997VLDJH7,jry76r,impression,2023-04-21
IDOFCO721HTJGDH7332G,pqp6gv,impression,2023-04-21
OY5LNPB5A8FF43ITRZG3,v0toqe,impression,2023-04-21
OAGTYWN8WFC997VLDJH7,jsvsqz,impression,2023-04-21
8C88YB6E8YCGWU07HA7A,k3sixh,impression,2023-04-21
62FIK8F2YT8JSFDBLEC9,bb8g4l,impression,2023-04-21
P41C5HK4P2G5GFRMT6ZA,9bb0uz,impression,2023-04-21
2WPF1NXECF3G6NUMWDO7,boj69r,impression,2023-04-21
SOVPFK3BBWKTQM9HOHWJ,nk3vzw,impression,2023-04-21
IOBPI63RBJIHI5FB7U9O,9s6jgm,impression,2023-04-21
5E325T5HYL61QSABVR5V,338ia6,impression,2023-04-21
Y0W3K7OV6ZLILW96OO3K,zwlkct,impression,2023-04-21
5E325T5HYL61QSABVR5V,ea8b1r,impression,2023-04-21
M0LU6DCI1WILGQBZ6808,dyqi0m,impression,2023-04-21
OY5LNPB5A8FF43ITRZG3,bctjye,impression,2023-04-21
AK81O7W3KGPEN8LABG2N,x6pfa6,impression,2023-04-21
AK81O7W3KGPEN8LABG2N,bi3by6,impression,2023-04-21
KD9PHCBGYFBRI9ET1O9R,aqaojj,impression,2023-04-21
LTRZRCI4M19WYVL6Q6L5,5iqzzt,impression,2023-04-21
OY5LNPB5A8FF43ITRZG3,cgfqab,click,2023-04-21
LTRZRCI4M19WYVL6Q6L5,ob2mjs,impression,2023-04-21
M0LU6DCI1WILGQBZ6808,2p4plx,impression,2023-04-21
EN1SA43DTN2LIR8DEW5S,mdacbq,impression,2023-04-21
8C88YB6E8YCGWU07HA7A,5flymj,impression,2023-04-21
IOBPI63RBJIHI5FB7U9O,k6g4m3,impression,2023-04-21
Y0W3K7OV6ZLILW96OO3K,07k41h,impression,2023-04-21
62FIK8F2YT8JSFDBLEC9,xgo54p,impression,2023-04-21
AK81O7W3KGPEN8LABG2N,0onu9d,impression,2023-04-21
KD9PHCBGYFBRI9ET1O9R,strtys,impression,2023-04-21
Y0W3K7OV6ZLILW96OO3K,ooh7mr,impression,2023-04-21
SOVPFK3BBWKTQM9HOHWJ,di0clo,impression,2023-04-21
2WPF1NXECF3G6NUMWDO7,o7ci77,impression,2023-04-21
Y0W3K7OV6ZLILW96OO3K,d56cw4,impression,2023-04-21
SOVPFK3BBWKTQM9HOHWJ,7a0qya,impression,2023-04-21
P41C5HK4P2G5GFRMT6ZA,y1gdyg,impression,2023-04-21
2WPF1NXECF3G6NUMWDO7,khdrbo,impression,2023-04-21
SOVPFK3BBWKTQM9HOHWJ,vwkgu5,impression,2023-04-21
OY5LNPB5A8FF43ITRZG3,cgjpij,impression,2023-04-21
OY5LNPB5A8FF43ITRZG3,2n3qcq,impression,2023-04-21
OAGTYWN8WFC997VLDJH7,gi4frf,impression,2023-04-21
KD9PHCBGYFBRI9ET1O9R,d44vup,impression,2023-04-21
2WPF1NXECF3G6NUMWDO7,wpc7fg,impression,2023-04-21
M0LU6DCI1WILGQBZ6808,xti7at,impression,2023-04-21
AK81O7W3KGPEN8LABG2N,9qi58g,impression,2023-04-21
IOBPI63RBJIHI5FB7U9O,qmqjq5,impression,2023-04-21
OAGTYWN8WFC997VLDJH7,v7r37j,impression,2023-04-21
62FIK8F2YT8JSFDBLEC9,ax6510,impression,2023-04-21
Y0W3K7OV6ZLILW96OO3K,ur643h,impression,2023-04-21
5E325T5HYL61QSABVR5V,u981g8,impression,2023-04-21
8C88YB6E8YCGWU07HA7A,a9zk9m,impression,2023-04-21
LW045DVYSGRD75TK6U54,1fkls5,impression,2023-04-21
K6Z0X85ZUY0TSF4RCG5J,figbtq,impression,2023-04-21
OAGTYWN8WFC997VLDJH7,gofcdz,impression,2023-04-21
IOBPI63RBJIHI5FB7U9O,u0g3hp,impression,2023-04-21
IDOFCO721HTJGDH7332G,2342mk,impression,2023-04-21
AK81O7W3KGPEN8LABG2N,8wblj5,impression,2023-04-21
6X20RDH567MX2X3TXYJ7,w0gxod,impression,2023-04-21
IDOFCO721HTJGDH7332G,omtlud,impression,2023-04-21
IDOFCO721HTJGDH7332G,4ba2ub,impression,2023-04-21
OAGTYWN8WFC997VLDJH7,lfgwfp,impression,2023-04-21
8C88YB6E8YCGWU07HA7A,d48ay8,impression,2023-04-21
OAGTYWN8WFC997VLDJH7,cvqv40,impression,2023-04-21
SOVPFK3BBWKTQM9HOHWJ,gohfhc,impression,2023-04-21
2WPF1NXECF3G6NUMWDO7,5da8p6,impression,2023-04-21
8C88YB6E8YCGWU07HA7A,unjs1p,impression,2023-04-21
6X20RDH567MX2X3TXYJ7,ryjlc8,impression,2023-04-21
AK81O7W3KGPEN8LABG2N,uxvokm,impression,2023-04-21
IDOFCO721HTJGDH7332G,gc94lj,impression,2023-04-21
8C88YB6E8YCGWU07HA7A,yxyi6f,impression,2023-04-21
LW045DVYSGRD75TK6U54,a79i17,impression,2023-04-21
2WPF1NXECF3G6NUMWDO7,tryx34,impression,2023-04-21
62FIK8F2YT8JSFDBLEC9,nsgvlc,impression,2023-04-21
GXLKAA83238FVRU718EX,qh2llz,impression,2023-04-21
Y0W3K7OV6ZLILW96OO3K,v0bao7,impression,2023-04-21
K6Z0X85ZUY0TSF4RCG5J,vwenyn,impression,2023-04-21
GXLKAA83238FVRU718EX,4lx5s2,impression,2023-04-21
OY5LNPB5A8FF43ITRZG3,12jkgc,impression,2023-04-21
IDOFCO721HTJGDH7332G,gufjy0,impression,2023-04-21
P41C5HK4P2G5GFRMT6ZA,ac8wik,impression,2023-04-21
6X20RDH567MX2X3TXYJ7,y18sqy,impression,2023-04-21
5E325T5HYL61QSABVR5V,i8pzqi,impression,2023-04-21
GXLKAA83238FVRU718EX,atuwe1,impression,2023-04-21
P41C5HK4P2G5GFRMT6ZA,p4xxbn,impression,2023-04-21
OY5LNPB5A8FF43ITRZG3,04sih7,impression,2023-04-21
6X20RDH567MX2X3TXYJ7,z2aszi,impression,2023-04-21
2WPF1NXECF3G6NUMWDO7,kph3tq,impression,2023-04-21
OY5LNPB5A8FF43ITRZG3,ryqzzg,impression,2023-04-21
LW045DVYSGRD75TK6U54,kwznhy,impression,2023-04-21
LW045DVYSGRD75TK6U54,qh2wcm,impression,2023-04-21
IDOFCO721HTJGDH7332G,j6bcb7,click,2023-04-21
62FIK8F2YT8JSFDBLEC9,ndfasj,impression,2023-04-21
GXLKAA83238FVRU718EX,5kdmbv,impression,2023-04-21
K6Z0X85ZUY0TSF4RCG5J,cx1wem,impression,2023-04-21
AK81O7W3KGPEN8LABG2N,fl2w1e,impression,2023-04-21
AK81O7W3KGPEN8LABG2N,0i9a42,impression,2023-04-21
IOBPI63RBJIHI5FB7U9O,4p3kgz,impression,2023-04-21
LTRZRCI4M19WYVL6Q6L5,687gj1,impression,2023-04-21
IDOFCO721HTJGDH7332G,df0axo,impression,2023-04-21
KD9PHCBGYFBRI9ET1O9R,0f1rc1,impression,2023-04-21
OAGTYWN8WFC997VLDJH7,zlknd0,impression,2023-04-21
62FIK8F2YT8JSFDBLEC9,wqd44x,impression,2023-04-21
OAGTYWN8WFC997VLDJH7,mrti6i,impression,2023-04-21
OAGTYWN8WFC997VLDJH7,iwxu5y,impression,2023-04-21
AK81O7W3KGPEN8LABG2N,uxvokm,impression,2023-04-21
KD9PHCBGYFBRI9ET1O9R,75nof5,impression,2023-04-21
5E325T5HYL61QSABVR5V,z2d3rw,impression,2023-04-21
KD9PHCBGYFBRI9ET1O9R,qrg765,impression,2023-04-21
GXLKAA83238FVRU718EX,6ut1bp,impression,2023-04-21
6X20RDH567MX2X3TXYJ7,vt53rf,impression,2023-04-21
IOBPI63RBJIHI5FB7U9O,qxogco,impression,2023-04-21
62FIK8F2YT8JSFDBLEC9,lfonu9,impression,2023-04-21
AK81O7W3KGPEN8LABG2N,c9o9ch,impression,2023-04-21
GXLKAA83238FVRU718EX,op2uum,impression,2023-04-21
OY5LNPB5A8FF43ITRZG3,upewg5,impression,2023-04-21
SOVPFK3BBWKTQM9HOHWJ,od5jjq,impression,2023-04-21
GXLKAA83238FVRU718EX,6iujcs,impression,2023-04-21
